"task","repeat_id","outer_fold","inner_fold","t_end","eps","log10_eps","k_use","accuracy"
"HEME_vs_CONTROL",3,4,1,19,1e-06,-6,12,0.857868020304569
"HEME_vs_CONTROL",3,4,2,19,1e-06,-6,13,0.877862595419847
"HEME_vs_CONTROL",3,4,3,19,1e-06,-6,12,0.849872773536896
"HEME_vs_CONTROL",3,4,4,19,1e-06,-6,13,0.900763358778626
"HEME_vs_CONTROL",3,4,5,19,1e-06,-6,12,0.872448979591837
"HEME_vs_CONTROL",3,4,1,20,1e-06,-6,13,0.845177664974619
"HEME_vs_CONTROL",3,4,2,20,1e-06,-6,13,0.872773536895674
"HEME_vs_CONTROL",3,4,3,20,1e-06,-6,13,0.849872773536896
"HEME_vs_CONTROL",3,4,4,20,1e-06,-6,14,0.888040712468193
"HEME_vs_CONTROL",3,4,5,20,1e-06,-6,12,0.869897959183674
"HEME_vs_CONTROL",3,5,1,6,1e-06,-6,5,0.870558375634518
"HEME_vs_CONTROL",3,5,2,6,1e-06,-6,5,0.893129770992366
"HEME_vs_CONTROL",3,5,3,6,1e-06,-6,5,0.870229007633588
"HEME_vs_CONTROL",3,5,4,6,1e-06,-6,5,0.89058524173028
"HEME_vs_CONTROL",3,5,5,6,1e-06,-6,5,0.905612244897959
"HEME_vs_CONTROL",3,5,1,7,1e-06,-6,6,0.880710659898477
"HEME_vs_CONTROL",3,5,2,7,1e-06,-6,6,0.895674300254453
"HEME_vs_CONTROL",3,5,3,7,1e-06,-6,6,0.885496183206107
"HEME_vs_CONTROL",3,5,4,7,1e-06,-6,7,0.895674300254453
"HEME_vs_CONTROL",3,5,5,7,1e-06,-6,6,0.910714285714286
"HEME_vs_CONTROL",3,5,1,8,1e-06,-6,7,0.865482233502538
"HEME_vs_CONTROL",3,5,2,8,1e-06,-6,7,0.885496183206107
"HEME_vs_CONTROL",3,5,3,8,1e-06,-6,7,0.862595419847328
"HEME_vs_CONTROL",3,5,4,8,1e-06,-6,7,0.89058524173028
"HEME_vs_CONTROL",3,5,5,8,1e-06,-6,7,0.885204081632653
"HEME_vs_CONTROL",3,5,1,9,1e-06,-6,8,0.880710659898477
"HEME_vs_CONTROL",3,5,2,9,1e-06,-6,7,0.88295165394402
"HEME_vs_CONTROL",3,5,3,9,1e-06,-6,8,0.885496183206107
"HEME_vs_CONTROL",3,5,4,9,1e-06,-6,8,0.89058524173028
"HEME_vs_CONTROL",3,5,5,9,1e-06,-6,8,0.875
"HEME_vs_CONTROL",3,5,1,10,1e-06,-6,8,0.885786802030457
"HEME_vs_CONTROL",3,5,2,10,1e-06,-6,8,0.895674300254453
"HEME_vs_CONTROL",3,5,3,10,1e-06,-6,8,0.867684478371501
"HEME_vs_CONTROL",3,5,4,10,1e-06,-6,9,0.900763358778626
"HEME_vs_CONTROL",3,5,5,10,1e-06,-6,8,0.862244897959184
"HEME_vs_CONTROL",3,5,1,11,1e-06,-6,9,0.893401015228426
"HEME_vs_CONTROL",3,5,2,11,1e-06,-6,9,0.898218829516539
"HEME_vs_CONTROL",3,5,3,11,1e-06,-6,9,0.910941475826972
"HEME_vs_CONTROL",3,5,4,11,1e-06,-6,9,0.898218829516539
"HEME_vs_CONTROL",3,5,5,11,1e-06,-6,9,0.887755102040816
"HEME_vs_CONTROL",3,5,1,12,1e-06,-6,9,0.890862944162436
"HEME_vs_CONTROL",3,5,2,12,1e-06,-6,9,0.903307888040712
"HEME_vs_CONTROL",3,5,3,12,1e-06,-6,9,0.908396946564885
"HEME_vs_CONTROL",3,5,4,12,1e-06,-6,10,0.905852417302799
"HEME_vs_CONTROL",3,5,5,12,1e-06,-6,9,0.903061224489796
"HEME_vs_CONTROL",3,5,1,13,1e-06,-6,10,0.883248730964467
"HEME_vs_CONTROL",3,5,2,13,1e-06,-6,10,0.895674300254453
"HEME_vs_CONTROL",3,5,3,13,1e-06,-6,10,0.900763358778626
"HEME_vs_CONTROL",3,5,4,13,1e-06,-6,10,0.895674300254453
"HEME_vs_CONTROL",3,5,5,13,1e-06,-6,10,0.880102040816326
"HEME_vs_CONTROL",3,5,1,14,1e-06,-6,11,0.883248730964467
"HEME_vs_CONTROL",3,5,2,14,1e-06,-6,10,0.89058524173028
"HEME_vs_CONTROL",3,5,3,14,1e-06,-6,10,0.898218829516539
"HEME_vs_CONTROL",3,5,4,14,1e-06,-6,11,0.888040712468193
"HEME_vs_CONTROL",3,5,5,14,1e-06,-6,10,0.880102040816326
"HEME_vs_CONTROL",3,5,1,15,1e-06,-6,11,0.875634517766497
"HEME_vs_CONTROL",3,5,2,15,1e-06,-6,11,0.888040712468193
"HEME_vs_CONTROL",3,5,3,15,1e-06,-6,11,0.898218829516539
"HEME_vs_CONTROL",3,5,4,15,1e-06,-6,11,0.877862595419847
"HEME_vs_CONTROL",3,5,5,15,1e-06,-6,11,0.86734693877551
"HEME_vs_CONTROL",3,5,1,16,1e-06,-6,11,0.868020304568528
"HEME_vs_CONTROL",3,5,2,16,1e-06,-6,11,0.88295165394402
"HEME_vs_CONTROL",3,5,3,16,1e-06,-6,11,0.893129770992366
"HEME_vs_CONTROL",3,5,4,16,1e-06,-6,12,0.89058524173028
"HEME_vs_CONTROL",3,5,5,16,1e-06,-6,11,0.875
"HEME_vs_CONTROL",3,5,1,17,1e-06,-6,12,0.875634517766497
"HEME_vs_CONTROL",3,5,2,17,1e-06,-6,12,0.905852417302799
"HEME_vs_CONTROL",3,5,3,17,1e-06,-6,12,0.895674300254453
"HEME_vs_CONTROL",3,5,4,17,1e-06,-6,12,0.88295165394402
"HEME_vs_CONTROL",3,5,5,17,1e-06,-6,12,0.869897959183674
"HEME_vs_CONTROL",3,5,1,18,1e-06,-6,12,0.862944162436548
"HEME_vs_CONTROL",3,5,2,18,1e-06,-6,12,0.895674300254453
"HEME_vs_CONTROL",3,5,3,18,1e-06,-6,12,0.88295165394402
"HEME_vs_CONTROL",3,5,4,18,1e-06,-6,12,0.877862595419847
"HEME_vs_CONTROL",3,5,5,18,1e-06,-6,12,0.869897959183674
"HEME_vs_CONTROL",3,5,1,19,1e-06,-6,13,0.865482233502538
"HEME_vs_CONTROL",3,5,2,19,1e-06,-6,12,0.885496183206107
"HEME_vs_CONTROL",3,5,3,19,1e-06,-6,12,0.885496183206107
"HEME_vs_CONTROL",3,5,4,19,1e-06,-6,13,0.870229007633588
"HEME_vs_CONTROL",3,5,5,19,1e-06,-6,12,0.862244897959184
"HEME_vs_CONTROL",3,5,1,20,1e-06,-6,13,0.862944162436548
"HEME_vs_CONTROL",3,5,2,20,1e-06,-6,13,0.870229007633588
"HEME_vs_CONTROL",3,5,3,20,1e-06,-6,12,0.88295165394402
"HEME_vs_CONTROL",3,5,4,20,1e-06,-6,13,0.854961832061069
"HEME_vs_CONTROL",3,5,5,20,1e-06,-6,13,0.864795918367347
"HEME_vs_CONTROL",4,1,1,6,1e-06,-6,5,0.885496183206107
"HEME_vs_CONTROL",4,1,2,6,1e-06,-6,6,0.910941475826972
"HEME_vs_CONTROL",4,1,3,6,1e-06,-6,5,0.89058524173028
"HEME_vs_CONTROL",4,1,4,6,1e-06,-6,6,0.908163265306122
"HEME_vs_CONTROL",4,1,5,6,1e-06,-6,5,0.864795918367347
"HEME_vs_CONTROL",4,1,1,7,1e-06,-6,6,0.900763358778626
"HEME_vs_CONTROL",4,1,2,7,1e-06,-6,7,0.908396946564885
"HEME_vs_CONTROL",4,1,3,7,1e-06,-6,6,0.895674300254453
"HEME_vs_CONTROL",4,1,4,7,1e-06,-6,7,0.895408163265306
"HEME_vs_CONTROL",4,1,5,7,1e-06,-6,6,0.887755102040816
"HEME_vs_CONTROL",4,1,1,8,1e-06,-6,7,0.89058524173028
"HEME_vs_CONTROL",4,1,2,8,1e-06,-6,7,0.895674300254453
"HEME_vs_CONTROL",4,1,3,8,1e-06,-6,7,0.89058524173028
"HEME_vs_CONTROL",4,1,4,8,1e-06,-6,8,0.869897959183674
"HEME_vs_CONTROL",4,1,5,8,1e-06,-6,7,0.864795918367347
"HEME_vs_CONTROL",4,1,1,9,1e-06,-6,8,0.900763358778626
"HEME_vs_CONTROL",4,1,2,9,1e-06,-6,8,0.89058524173028
"HEME_vs_CONTROL",4,1,3,9,1e-06,-6,8,0.893129770992366
"HEME_vs_CONTROL",4,1,4,9,1e-06,-6,8,0.887755102040816
"HEME_vs_CONTROL",4,1,5,9,1e-06,-6,8,0.88265306122449
"HEME_vs_CONTROL",4,1,1,10,1e-06,-6,8,0.885496183206107
"HEME_vs_CONTROL",4,1,2,10,1e-06,-6,9,0.888040712468193
"HEME_vs_CONTROL",4,1,3,10,1e-06,-6,8,0.880407124681934
"HEME_vs_CONTROL",4,1,4,10,1e-06,-6,9,0.89030612244898
"HEME_vs_CONTROL",4,1,5,10,1e-06,-6,8,0.885204081632653
"HEME_vs_CONTROL",4,1,1,11,1e-06,-6,9,0.900763358778626
"HEME_vs_CONTROL",4,1,2,11,1e-06,-6,10,0.893129770992366
"HEME_vs_CONTROL",4,1,3,11,1e-06,-6,9,0.893129770992366
"HEME_vs_CONTROL",4,1,4,11,1e-06,-6,10,0.897959183673469
"HEME_vs_CONTROL",4,1,5,11,1e-06,-6,9,0.900510204081633
"HEME_vs_CONTROL",4,1,1,12,1e-06,-6,10,0.893129770992366
"HEME_vs_CONTROL",4,1,2,12,1e-06,-6,10,0.893129770992366
"HEME_vs_CONTROL",4,1,3,12,1e-06,-6,9,0.895674300254453
"HEME_vs_CONTROL",4,1,4,12,1e-06,-6,10,0.900510204081633
"HEME_vs_CONTROL",4,1,5,12,1e-06,-6,9,0.895408163265306
"HEME_vs_CONTROL",4,1,1,13,1e-06,-6,10,0.895674300254453
"HEME_vs_CONTROL",4,1,2,13,1e-06,-6,11,0.895674300254453
"HEME_vs_CONTROL",4,1,3,13,1e-06,-6,10,0.898218829516539
"HEME_vs_CONTROL",4,1,4,13,1e-06,-6,11,0.897959183673469
"HEME_vs_CONTROL",4,1,5,13,1e-06,-6,10,0.892857142857143
"HEME_vs_CONTROL",4,1,1,14,1e-06,-6,11,0.893129770992366
"HEME_vs_CONTROL",4,1,2,14,1e-06,-6,11,0.89058524173028
"HEME_vs_CONTROL",4,1,3,14,1e-06,-6,10,0.89058524173028
"HEME_vs_CONTROL",4,1,4,14,1e-06,-6,11,0.885204081632653
"HEME_vs_CONTROL",4,1,5,14,1e-06,-6,10,0.887755102040816
"HEME_vs_CONTROL",4,1,1,15,1e-06,-6,11,0.900763358778626
"HEME_vs_CONTROL",4,1,2,15,1e-06,-6,12,0.895674300254453
"HEME_vs_CONTROL",4,1,3,15,1e-06,-6,11,0.895674300254453
"HEME_vs_CONTROL",4,1,4,15,1e-06,-6,12,0.885204081632653
"HEME_vs_CONTROL",4,1,5,15,1e-06,-6,11,0.88265306122449
"HEME_vs_CONTROL",4,1,1,16,1e-06,-6,12,0.903307888040712
"HEME_vs_CONTROL",4,1,2,16,1e-06,-6,12,0.885496183206107
"HEME_vs_CONTROL",4,1,3,16,1e-06,-6,11,0.893129770992366
"HEME_vs_CONTROL",4,1,4,16,1e-06,-6,12,0.880102040816326
"HEME_vs_CONTROL",4,1,5,16,1e-06,-6,11,0.869897959183674
"HEME_vs_CONTROL",4,1,1,17,1e-06,-6,12,0.895674300254453
"HEME_vs_CONTROL",4,1,2,17,1e-06,-6,12,0.875318066157761
"HEME_vs_CONTROL",4,1,3,17,1e-06,-6,12,0.895674300254453
"HEME_vs_CONTROL",4,1,4,17,1e-06,-6,12,0.872448979591837
"HEME_vs_CONTROL",4,1,5,17,1e-06,-6,12,0.880102040816326
"HEME_vs_CONTROL",4,1,1,18,1e-06,-6,12,0.885496183206107
"HEME_vs_CONTROL",4,1,2,18,1e-06,-6,13,0.885496183206107
"HEME_vs_CONTROL",4,1,3,18,1e-06,-6,12,0.898218829516539
"HEME_vs_CONTROL",4,1,4,18,1e-06,-6,13,0.877551020408163
"HEME_vs_CONTROL",4,1,5,18,1e-06,-6,12,0.86734693877551
"HEME_vs_CONTROL",4,1,1,19,1e-06,-6,13,0.885496183206107
"HEME_vs_CONTROL",4,1,2,19,1e-06,-6,13,0.872773536895674
"HEME_vs_CONTROL",4,1,3,19,1e-06,-6,12,0.895674300254453
"HEME_vs_CONTROL",4,1,4,19,1e-06,-6,13,0.869897959183674
"HEME_vs_CONTROL",4,1,5,19,1e-06,-6,12,0.869897959183674
"HEME_vs_CONTROL",4,1,1,20,1e-06,-6,13,0.885496183206107
"HEME_vs_CONTROL",4,1,2,20,1e-06,-6,13,0.870229007633588
"HEME_vs_CONTROL",4,1,3,20,1e-06,-6,13,0.885496183206107
"HEME_vs_CONTROL",4,1,4,20,1e-06,-6,13,0.86734693877551
"HEME_vs_CONTROL",4,1,5,20,1e-06,-6,13,0.85969387755102
"HEME_vs_CONTROL",4,2,1,6,1e-06,-6,6,0.89058524173028
"HEME_vs_CONTROL",4,2,2,6,1e-06,-6,5,0.893129770992366
"HEME_vs_CONTROL",4,2,3,6,1e-06,-6,6,0.888040712468193
"HEME_vs_CONTROL",4,2,4,6,1e-06,-6,6,0.900510204081633
"HEME_vs_CONTROL",4,2,5,6,1e-06,-6,6,0.918367346938776
"HEME_vs_CONTROL",4,2,1,7,1e-06,-6,7,0.89058524173028
"HEME_vs_CONTROL",4,2,2,7,1e-06,-6,7,0.910941475826972
"HEME_vs_CONTROL",4,2,3,7,1e-06,-6,7,0.870229007633588
"HEME_vs_CONTROL",4,2,4,7,1e-06,-6,7,0.892857142857143
"HEME_vs_CONTROL",4,2,5,7,1e-06,-6,7,0.905612244897959
"HEME_vs_CONTROL",4,2,1,8,1e-06,-6,7,0.885496183206107
"HEME_vs_CONTROL",4,2,2,8,1e-06,-6,7,0.888040712468193
"HEME_vs_CONTROL",4,2,3,8,1e-06,-6,8,0.857506361323155
"HEME_vs_CONTROL",4,2,4,8,1e-06,-6,8,0.892857142857143
"HEME_vs_CONTROL",4,2,5,8,1e-06,-6,8,0.900510204081633
"HEME_vs_CONTROL",4,2,1,9,1e-06,-6,8,0.880407124681934
"HEME_vs_CONTROL",4,2,2,9,1e-06,-6,8,0.898218829516539
"HEME_vs_CONTROL",4,2,3,9,1e-06,-6,8,0.877862595419847
"HEME_vs_CONTROL",4,2,4,9,1e-06,-6,8,0.897959183673469
"HEME_vs_CONTROL",4,2,5,9,1e-06,-6,9,0.887755102040816
"HEME_vs_CONTROL",4,2,1,10,1e-06,-6,9,0.893129770992366
"HEME_vs_CONTROL",4,2,2,10,1e-06,-6,8,0.88295165394402
"HEME_vs_CONTROL",4,2,3,10,1e-06,-6,9,0.888040712468193
"HEME_vs_CONTROL",4,2,4,10,1e-06,-6,9,0.900510204081633
"HEME_vs_CONTROL",4,2,5,10,1e-06,-6,9,0.880102040816326
"HEME_vs_CONTROL",4,2,1,11,1e-06,-6,9,0.888040712468193
"HEME_vs_CONTROL",4,2,2,11,1e-06,-6,9,0.900763358778626
"HEME_vs_CONTROL",4,2,3,11,1e-06,-6,9,0.88295165394402
"HEME_vs_CONTROL",4,2,4,11,1e-06,-6,10,0.915816326530612
"HEME_vs_CONTROL",4,2,5,11,1e-06,-6,10,0.89030612244898
"HEME_vs_CONTROL",4,2,1,12,1e-06,-6,10,0.895674300254453
"HEME_vs_CONTROL",4,2,2,12,1e-06,-6,9,0.895674300254453
"HEME_vs_CONTROL",4,2,3,12,1e-06,-6,10,0.867684478371501
"HEME_vs_CONTROL",4,2,4,12,1e-06,-6,10,0.910714285714286
"HEME_vs_CONTROL",4,2,5,12,1e-06,-6,10,0.880102040816326
"HEME_vs_CONTROL",4,2,1,13,1e-06,-6,10,0.900763358778626
"HEME_vs_CONTROL",4,2,2,13,1e-06,-6,10,0.89058524173028
"HEME_vs_CONTROL",4,2,3,13,1e-06,-6,10,0.867684478371501
"HEME_vs_CONTROL",4,2,4,13,1e-06,-6,11,0.900510204081633
"HEME_vs_CONTROL",4,2,5,13,1e-06,-6,11,0.880102040816326
"HEME_vs_CONTROL",4,2,1,14,1e-06,-6,11,0.895674300254453
"HEME_vs_CONTROL",4,2,2,14,1e-06,-6,10,0.880407124681934
"HEME_vs_CONTROL",4,2,3,14,1e-06,-6,11,0.877862595419847
"HEME_vs_CONTROL",4,2,4,14,1e-06,-6,11,0.903061224489796
"HEME_vs_CONTROL",4,2,5,14,1e-06,-6,11,0.892857142857143
"HEME_vs_CONTROL",4,2,1,15,1e-06,-6,11,0.893129770992366
"HEME_vs_CONTROL",4,2,2,15,1e-06,-6,11,0.870229007633588
"HEME_vs_CONTROL",4,2,3,15,1e-06,-6,11,0.865139949109415
"HEME_vs_CONTROL",4,2,4,15,1e-06,-6,11,0.897959183673469
"HEME_vs_CONTROL",4,2,5,15,1e-06,-6,12,0.892857142857143
"HEME_vs_CONTROL",4,2,1,16,1e-06,-6,12,0.89058524173028
"HEME_vs_CONTROL",4,2,2,16,1e-06,-6,11,0.860050890585242
"HEME_vs_CONTROL",4,2,3,16,1e-06,-6,12,0.865139949109415
"HEME_vs_CONTROL",4,2,4,16,1e-06,-6,12,0.900510204081633
"HEME_vs_CONTROL",4,2,5,16,1e-06,-6,12,0.887755102040816
"HEME_vs_CONTROL",4,2,1,17,1e-06,-6,12,0.885496183206107
"HEME_vs_CONTROL",4,2,2,17,1e-06,-6,12,0.880407124681934
"HEME_vs_CONTROL",4,2,3,17,1e-06,-6,12,0.862595419847328
"HEME_vs_CONTROL",4,2,4,17,1e-06,-6,12,0.892857142857143
"HEME_vs_CONTROL",4,2,5,17,1e-06,-6,13,0.885204081632653
"HEME_vs_CONTROL",4,2,1,18,1e-06,-6,12,0.875318066157761
"HEME_vs_CONTROL",4,2,2,18,1e-06,-6,12,0.865139949109415
"HEME_vs_CONTROL",4,2,3,18,1e-06,-6,12,0.849872773536896
"HEME_vs_CONTROL",4,2,4,18,1e-06,-6,13,0.885204081632653
"HEME_vs_CONTROL",4,2,5,18,1e-06,-6,13,0.880102040816326
"HEME_vs_CONTROL",4,2,1,19,1e-06,-6,13,0.880407124681934
"HEME_vs_CONTROL",4,2,2,19,1e-06,-6,12,0.857506361323155
"HEME_vs_CONTROL",4,2,3,19,1e-06,-6,13,0.844783715012723
"HEME_vs_CONTROL",4,2,4,19,1e-06,-6,13,0.877551020408163
"HEME_vs_CONTROL",4,2,5,19,1e-06,-6,13,0.885204081632653
"HEME_vs_CONTROL",4,2,1,20,1e-06,-6,13,0.867684478371501
"HEME_vs_CONTROL",4,2,2,20,1e-06,-6,13,0.870229007633588
"HEME_vs_CONTROL",4,2,3,20,1e-06,-6,13,0.842239185750636
"HEME_vs_CONTROL",4,2,4,20,1e-06,-6,13,0.869897959183674
"HEME_vs_CONTROL",4,2,5,20,1e-06,-6,14,0.885204081632653
"HEME_vs_CONTROL",4,3,1,6,1e-06,-6,6,0.910941475826972
"HEME_vs_CONTROL",4,3,2,6,1e-06,-6,5,0.875318066157761
"HEME_vs_CONTROL",4,3,3,6,1e-06,-6,5,0.857506361323155
"HEME_vs_CONTROL",4,3,4,6,1e-06,-6,5,0.870229007633588
"HEME_vs_CONTROL",4,3,5,6,1e-06,-6,5,0.864795918367347
"HEME_vs_CONTROL",4,3,1,7,1e-06,-6,7,0.893129770992366
"HEME_vs_CONTROL",4,3,2,7,1e-06,-6,7,0.88295165394402
"HEME_vs_CONTROL",4,3,3,7,1e-06,-6,6,0.877862595419847
"HEME_vs_CONTROL",4,3,4,7,1e-06,-6,7,0.875318066157761
"HEME_vs_CONTROL",4,3,5,7,1e-06,-6,6,0.897959183673469
"HEME_vs_CONTROL",4,3,1,8,1e-06,-6,7,0.89058524173028
"HEME_vs_CONTROL",4,3,2,8,1e-06,-6,7,0.865139949109415
"HEME_vs_CONTROL",4,3,3,8,1e-06,-6,7,0.88295165394402
"HEME_vs_CONTROL",4,3,4,8,1e-06,-6,7,0.872773536895674
"HEME_vs_CONTROL",4,3,5,8,1e-06,-6,7,0.88265306122449
"HEME_vs_CONTROL",4,3,1,9,1e-06,-6,8,0.900763358778626
"HEME_vs_CONTROL",4,3,2,9,1e-06,-6,8,0.865139949109415
"HEME_vs_CONTROL",4,3,3,9,1e-06,-6,8,0.885496183206107
"HEME_vs_CONTROL",4,3,4,9,1e-06,-6,8,0.893129770992366
"HEME_vs_CONTROL",4,3,5,9,1e-06,-6,8,0.903061224489796
"HEME_vs_CONTROL",4,3,1,10,1e-06,-6,9,0.885496183206107
"HEME_vs_CONTROL",4,3,2,10,1e-06,-6,9,0.877862595419847
"HEME_vs_CONTROL",4,3,3,10,1e-06,-6,8,0.885496183206107
"HEME_vs_CONTROL",4,3,4,10,1e-06,-6,9,0.888040712468193
"HEME_vs_CONTROL",4,3,5,10,1e-06,-6,8,0.887755102040816
"HEME_vs_CONTROL",4,3,1,11,1e-06,-6,9,0.888040712468193
"HEME_vs_CONTROL",4,3,2,11,1e-06,-6,9,0.888040712468193
"HEME_vs_CONTROL",4,3,3,11,1e-06,-6,9,0.905852417302799
"HEME_vs_CONTROL",4,3,4,11,1e-06,-6,9,0.885496183206107
"HEME_vs_CONTROL",4,3,5,11,1e-06,-6,9,0.903061224489796
"HEME_vs_CONTROL",4,3,1,12,1e-06,-6,10,0.913486005089059
"HEME_vs_CONTROL",4,3,2,12,1e-06,-6,10,0.875318066157761
"HEME_vs_CONTROL",4,3,3,12,1e-06,-6,9,0.895674300254453
"HEME_vs_CONTROL",4,3,4,12,1e-06,-6,10,0.895674300254453
"HEME_vs_CONTROL",4,3,5,12,1e-06,-6,9,0.903061224489796
"HEME_vs_CONTROL",4,3,1,13,1e-06,-6,10,0.908396946564885
"HEME_vs_CONTROL",4,3,2,13,1e-06,-6,10,0.872773536895674
"HEME_vs_CONTROL",4,3,3,13,1e-06,-6,10,0.898218829516539
"HEME_vs_CONTROL",4,3,4,13,1e-06,-6,10,0.900763358778626
"HEME_vs_CONTROL",4,3,5,13,1e-06,-6,10,0.895408163265306
"HEME_vs_CONTROL",4,3,1,14,1e-06,-6,11,0.900763358778626
"HEME_vs_CONTROL",4,3,2,14,1e-06,-6,11,0.862595419847328
"HEME_vs_CONTROL",4,3,3,14,1e-06,-6,10,0.900763358778626
"HEME_vs_CONTROL",4,3,4,14,1e-06,-6,11,0.888040712468193
"HEME_vs_CONTROL",4,3,5,14,1e-06,-6,10,0.88265306122449
"HEME_vs_CONTROL",4,3,1,15,1e-06,-6,12,0.895674300254453
"HEME_vs_CONTROL",4,3,2,15,1e-06,-6,11,0.870229007633588
"HEME_vs_CONTROL",4,3,3,15,1e-06,-6,11,0.893129770992366
"HEME_vs_CONTROL",4,3,4,15,1e-06,-6,11,0.888040712468193
"HEME_vs_CONTROL",4,3,5,15,1e-06,-6,11,0.885204081632653
"HEME_vs_CONTROL",4,3,1,16,1e-06,-6,12,0.885496183206107
"HEME_vs_CONTROL",4,3,2,16,1e-06,-6,12,0.870229007633588
"HEME_vs_CONTROL",4,3,3,16,1e-06,-6,11,0.898218829516539
"HEME_vs_CONTROL",4,3,4,16,1e-06,-6,12,0.888040712468193
"HEME_vs_CONTROL",4,3,5,16,1e-06,-6,11,0.869897959183674
"HEME_vs_CONTROL",4,3,1,17,1e-06,-6,12,0.888040712468193
"HEME_vs_CONTROL",4,3,2,17,1e-06,-6,12,0.867684478371501
"HEME_vs_CONTROL",4,3,3,17,1e-06,-6,12,0.903307888040712
"HEME_vs_CONTROL",4,3,4,17,1e-06,-6,12,0.885496183206107
"HEME_vs_CONTROL",4,3,5,17,1e-06,-6,12,0.88265306122449
"HEME_vs_CONTROL",4,3,1,18,1e-06,-6,13,0.888040712468193
"HEME_vs_CONTROL",4,3,2,18,1e-06,-6,13,0.870229007633588
"HEME_vs_CONTROL",4,3,3,18,1e-06,-6,12,0.88295165394402
"HEME_vs_CONTROL",4,3,4,18,1e-06,-6,12,0.880407124681934
"HEME_vs_CONTROL",4,3,5,18,1e-06,-6,12,0.88265306122449
"HEME_vs_CONTROL",4,3,1,19,1e-06,-6,13,0.893129770992366
"HEME_vs_CONTROL",4,3,2,19,1e-06,-6,13,0.865139949109415
"HEME_vs_CONTROL",4,3,3,19,1e-06,-6,12,0.870229007633588
"HEME_vs_CONTROL",4,3,4,19,1e-06,-6,13,0.877862595419847
"HEME_vs_CONTROL",4,3,5,19,1e-06,-6,12,0.875
"HEME_vs_CONTROL",4,3,1,20,1e-06,-6,13,0.89058524173028
"HEME_vs_CONTROL",4,3,2,20,1e-06,-6,13,0.857506361323155
"HEME_vs_CONTROL",4,3,3,20,1e-06,-6,13,0.857506361323155
"HEME_vs_CONTROL",4,3,4,20,1e-06,-6,13,0.870229007633588
"HEME_vs_CONTROL",4,3,5,20,1e-06,-6,13,0.86734693877551
"HEME_vs_CONTROL",4,4,1,6,1e-06,-6,5,0.875634517766497
"HEME_vs_CONTROL",4,4,2,6,1e-06,-6,5,0.903307888040712
"HEME_vs_CONTROL",4,4,3,6,1e-06,-6,6,0.903307888040712
"HEME_vs_CONTROL",4,4,4,6,1e-06,-6,5,0.88295165394402
"HEME_vs_CONTROL",4,4,5,6,1e-06,-6,5,0.887755102040816
"HEME_vs_CONTROL",4,4,1,7,1e-06,-6,7,0.890862944162436
"HEME_vs_CONTROL",4,4,2,7,1e-06,-6,7,0.905852417302799
"HEME_vs_CONTROL",4,4,3,7,1e-06,-6,7,0.898218829516539
"HEME_vs_CONTROL",4,4,4,7,1e-06,-6,6,0.877862595419847
"HEME_vs_CONTROL",4,4,5,7,1e-06,-6,7,0.892857142857143
"HEME_vs_CONTROL",4,4,1,8,1e-06,-6,7,0.885786802030457
"HEME_vs_CONTROL",4,4,2,8,1e-06,-6,7,0.888040712468193
"HEME_vs_CONTROL",4,4,3,8,1e-06,-6,8,0.89058524173028
"HEME_vs_CONTROL",4,4,4,8,1e-06,-6,7,0.875318066157761
"HEME_vs_CONTROL",4,4,5,8,1e-06,-6,7,0.887755102040816
"HEME_vs_CONTROL",4,4,1,9,1e-06,-6,8,0.890862944162436
"HEME_vs_CONTROL",4,4,2,9,1e-06,-6,8,0.903307888040712
"HEME_vs_CONTROL",4,4,3,9,1e-06,-6,8,0.88295165394402
"HEME_vs_CONTROL",4,4,4,9,1e-06,-6,8,0.88295165394402
"HEME_vs_CONTROL",4,4,5,9,1e-06,-6,8,0.900510204081633
"HEME_vs_CONTROL",4,4,1,10,1e-06,-6,9,0.885786802030457
"HEME_vs_CONTROL",4,4,2,10,1e-06,-6,9,0.895674300254453
"HEME_vs_CONTROL",4,4,3,10,1e-06,-6,9,0.885496183206107
"HEME_vs_CONTROL",4,4,4,10,1e-06,-6,8,0.860050890585242
"HEME_vs_CONTROL",4,4,5,10,1e-06,-6,9,0.892857142857143
"HEME_vs_CONTROL",4,4,1,11,1e-06,-6,9,0.895939086294416
"HEME_vs_CONTROL",4,4,2,11,1e-06,-6,9,0.900763358778626
"HEME_vs_CONTROL",4,4,3,11,1e-06,-6,10,0.89058524173028
"HEME_vs_CONTROL",4,4,4,11,1e-06,-6,9,0.900763358778626
"HEME_vs_CONTROL",4,4,5,11,1e-06,-6,9,0.900510204081633
"HEME_vs_CONTROL",4,4,1,12,1e-06,-6,10,0.903553299492386
"HEME_vs_CONTROL",4,4,2,12,1e-06,-6,10,0.900763358778626
"HEME_vs_CONTROL",4,4,3,12,1e-06,-6,10,0.898218829516539
"HEME_vs_CONTROL",4,4,4,12,1e-06,-6,10,0.903307888040712
"HEME_vs_CONTROL",4,4,5,12,1e-06,-6,10,0.908163265306122
"HEME_vs_CONTROL",4,4,1,13,1e-06,-6,10,0.893401015228426
"HEME_vs_CONTROL",4,4,2,13,1e-06,-6,10,0.903307888040712
"HEME_vs_CONTROL",4,4,3,13,1e-06,-6,11,0.893129770992366
"HEME_vs_CONTROL",4,4,4,13,1e-06,-6,10,0.895674300254453
